state,dist,year,inc,dem_money_pct,dem_group_pct,dem_indiv_pct,dem_vote_pct
"IL",86,2004,1,100,100,100,100
"IL",86,2006,1,100,100,100,100
"IL",86,2008,1,100,100,100,100
"IL",86,2010,0,44.64496,50.30058,0,60.37947
"IL",87,1996,1,0,0,.0017349,0
"IL",87,1998,1,0,0,.0018558,0
"IL",87,2000,0,0,0,.0019196,25.23098
"IL",87,2004,1,0,0,.0072494,0
"IL",87,2006,1,0,0,.005591,0
"IL",87,2008,1,0,0,.0088115,0
"IL",87,2010,1,0,0,.0115327,24.11546
"IL",88,1996,1,0,0,.0228519,0
"IL",88,1998,1,6.556304,2.450025,21.22916,33.8154
"IL",88,2000,1,4.685105,6.49181,4.002918,28.79787
"IL",88,2002,0,0,0,.0063227,0
"IL",88,2008,1,0,0,.0023902,0
"IL",88,2010,1,0,0,.0031431,0
"IL",89,1996,1,28.36796,29.56567,20.18387,46.5557
"IL",89,1998,0,29.06953,48.53454,12.87882,43.14628
"IL",89,2000,1,0,0,.0077435,0
"IL",89,2002,0,31.25284,51.12888,43.3063,35.67381
"IL",89,2004,1,0,0,.0047851,0
"IL",89,2006,1,0,0,.0056145,0
"IL",89,2008,0,0,0,.0041032,30.87303
"IL",89,2010,0,20.06743,0,52.72727,26.01847
"IL",90,1996,1,0,0,.0113623,0
"IL",90,1998,1,0,0,.0098756,0
"IL",90,2000,1,0,0,.0270197,0
"IL",90,2002,0,12.33976,9.912615,27.65635,35.11216
"IL",90,2004,1,0,0,.0040748,0
"IL",90,2006,1,7.923921,0,1.526718,37.29231
"IL",90,2008,1,4.844833,0,4.884622,36.62961
"IL",90,2010,1,10.93801,0,1.539942,33.26825
"IL",91,1996,0,85.09927,100,18.66394,65.17506
"IL",91,1998,0,95.57269,100,74.97737,68.00335
"IL",91,2000,1,100,100,100,100
"IL",91,2002,1,100,100,100,100
"IL",91,2004,1,100,100,100,100
"IL",91,2006,0,66.78746,89.42662,64.14847,61.15497
"IL",91,2008,1,100,100,100,100
"IL",91,2010,1,59.2578,79.40086,13.53967,45.49026
"IL",92,1996,0,85.57734,94.99652,80.09511,70.23018
"IL",92,1998,1,100,100,100,100
"IL",92,2000,1,100,100,100,100
"IL",92,2002,1,100,100,100,100
"IL",92,2004,0,56.75108,76.10918,27.3932,49.70028
"IL",92,2006,1,29.6388,18.68527,6.486831,41.12677
"IL",92,2008,0,50.9981,68.45351,13.17408,52.98357
"IL",92,2010,1,77.449,73.47488,29.79526,61.78669
"IL",93,1996,1,0,0,.0019011,0
"IL",93,1998,1,0,0,.0021208,0
"IL",93,2000,1,0,0,.0022059,0
"IL",93,2002,1,0,0,.0049949,0
"IL",93,2004,1,0,0,.008064,0
"IL",93,2006,0,6.695853,3.259597,11.18816,33.05968
"IL",93,2008,1,0,0,.0089896,0
"IL",93,2010,1,0,0,.0057484,0
"IL",94,1996,1,8.771478,.919883,57.16899,39.30675
"IL",94,1998,0,2.667541,0,24.01022,27.81122
"IL",94,2000,1,13.23508,4.326663,55.85936,41.72078
"IL",94,2002,0,34.81427,46.33571,28.86152,45.64097
"IL",94,2004,1,0,0,.0108921,0
"IL",94,2006,1,15.47488,3.595434,34.92451,39.25277
"IL",94,2008,0,11.64134,4.097447,18.49569,34.41312
"IL",94,2010,0,5.653763,1.527615,6.753246,28.96253
"IL",95,1996,1,44.472,37.83884,10.24074,49.01125
"IL",95,1998,0,48.89121,45.33935,51.14694,46.91903
"IL",95,2000,0,36.50518,48.66275,20.44072,41.81679
"IL",95,2004,0,7.917879,11.97725,3.30252,37.4389
"IL",95,2006,0,31.72024,47.09174,0,39.36721
"IL",95,2010,1,40.76123,26.00897,84.27518,37.48082
"IL",96,1996,0,6.023283,0,43.6251,24.19564
"IL",96,1998,1,0,0,.0082129,0
"IL",96,2000,1,0,0,.0065125,0
"IL",96,2002,0,0,0,.0007244,30.14655
"IL",96,2004,1,0,0,.00123,0
"IL",96,2006,1,0,0,.0065456,0
"IL",96,2008,0,54.03503,61.86737,31.97064,49.35525
"IL",96,2010,0,0,0,.0039681,35.43497
"IL",97,1996,1,0,0,.0023322,0
"IL",97,1998,1,0,0,.0021925,0
"IL",97,2000,1,0,0,.0038394,0
"IL",97,2002,0,6.799545,5.877671,21.54791,40.89288
"IL",97,2004,1,0,0,.0028428,0
"IL",97,2006,1,0,0,.0018628,0
"IL",97,2008,1,0,0,.0028843,0
"IL",97,2010,1,0,0,.0011557,0
"IL",98,1996,0,44.12371,72.52272,0,57.40841
"IL",98,1998,1,100,100,100,100
"IL",98,2000,1,100,100,100,100
"IL",98,2002,1,99.99999,100,100,100
"IL",98,2004,1,100,100,100,100
"IL",98,2006,1,99.99999,100,100,100
"IL",98,2008,0,100,100,100,68.90163
"IL",98,2010,0,54.08276,51.47066,60.60308,44.53132
"IL",99,1996,0,37.53295,38.57914,5.138485,43.40668
"IL",99,1998,0,15.90381,19.8941,21.37825,33.13775
"IL",99,2000,1,20.7513,7.169372,47.1333,25.266
"IL",99,2002,0,17.51158,10.21212,22.103,40.38577
"IL",99,2004,0,5.202702,3.726486,6.188584,35.55729
"IL",99,2006,0,28.54413,9.467848,54.88178,42.84088
"IL",99,2008,0,4.300724,.1578955,20.6301,37.02994
"IL",99,2010,0,7.054129,8.60229,0,33.9577
"IL",100,1996,0,49.96659,40.21889,10.67011,46.14456
"IL",100,1998,0,29.47855,30.00697,32.10505,36.43623
"IL",100,2000,1,0,0,.0082271,0
"IL",100,2002,0,19.90932,38.01011,16.08576,36.91288
"IL",100,2004,1,0,0,.0036128,0
"IL",100,2006,1,0,0,.0032025,0
"IL",100,2008,1,0,0,.0052666,0
"IL",100,2010,1,0,0,.0066613,0
"IL",101,1996,1,69.14878,91.39981,18.61139,63.74357
"IL",101,1998,0,100,100,100,75.19026
"IL",101,2000,1,100,100,100,100
"IL",101,2002,1,100,100,100,100
"IL",101,2004,0,94.06996,96.65081,57.57922,53.05936
"IL",101,2006,0,64.95431,91.93233,39.84838,54.53613
"IL",101,2008,1,100,100,100,100
"IL",101,2010,0,100,100,100,49.04249
"IL",102,1996,1,0,0,.0022072,27.86713
"IL",102,1998,0,53.95023,63.26349,46.40798,48.70538
"IL",102,2000,0,6.883738,9.488342,12.49554,29.35682
"IL",102,2002,0,18.26105,19.01234,9.698129,41.47827
"IL",102,2004,1,0,0,.0063532,0
"IL",102,2006,1,0,0,.0020926,0
"IL",102,2008,1,0,0,.0023848,0
"IL",103,1996,0,50.68698,39.15655,8.925348,48.14257
"IL",103,1998,0,18.18309,14.79561,23.01432,41.37611
"IL",103,2000,0,51.25788,27.44639,7.921608,44.22373
"IL",103,2002,1,44.62879,38.45892,23.61816,52.90423
"IL",103,2004,0,68.16376,84.39445,34.81194,63.89856
"IL",103,2006,0,95.24343,98.91979,82.62933,66.61931
"IL",103,2008,0,89.73537,100,43.83482,71.73472
"IL",103,2010,0,87.64031,91.69825,39.74492,62.62918
"IL",104,1996,1,27.08207,18.94215,28.73503,37.42556
"IL",104,1998,0,20.29883,35.51034,8.92773,45.82032
"IL",104,2000,0,60.03516,50.19863,44.19533,46.6359
"IL",104,2002,1,0,0,.0213538,23.0527
"IL",104,2004,1,0,0,.094518,0
"IL",104,2006,1,0,0,.0618429,0
"IL",104,2008,1,35.77715,25.65195,13.09218,35.71279
"IL",104,2010,0,20.88037,25.79972,25.95029,31.74704
"IL",105,1996,1,0,0,.0230895,0
"IL",105,1998,1,0,0,.0196155,0
"IL",105,2000,1,0,0,.0191168,0
"IL",105,2002,0,0,0,.0088137,0
"IL",105,2004,1,0,0,.003546,0
"IL",105,2006,1,0,0,.0246853,0
"IL",105,2008,1,0,0,.0009446,0
"IL",106,1996,1,0,0,.0201979,0
"IL",106,1998,0,46.61657,45.25426,45.51169,43.18578
"IL",106,2000,1,0,0,.0068437,0
"IL",106,2002,1,0,0,.0120467,0
"IL",106,2004,0,21.28481,12.44635,45.1962,28.4821
"IL",106,2006,0,37.82553,45.50989,23.72093,31.11438
"IL",106,2008,0,23.96474,18.11993,30.17622,29.20435
"IL",106,2010,1,0,0,.0119517,0
"IL",107,1996,1,53.368,44.35004,45.03814,46.78798
"IL",107,1998,0,54.28672,28.53155,77.65803,46.26747
"IL",107,2000,1,2.847872,1.653517,6.499315,25.65226
"IL",107,2002,0,82.21651,96.3642,57.96071,54.66096
"IL",107,2004,1,100,100,100,68.00359
"IL",107,2006,0,61.36054,94.41759,74.40018,50.1901
"IL",107,2008,0,36.45361,67.65183,25.35124,46.11299
"IL",107,2010,1,0,0,.0034256,28.59401
"IL",108,1996,1,88.52238,99.73814,75.66702,59.13724
"IL",108,1998,1,100,100,100,71.92588
"IL",108,2000,1,100,100,100,100
"IL",108,2002,1,74.76814,94.39441,43.07127,54.46107
"IL",108,2004,0,47.98615,76.04559,32.79147,37.74455
"IL",108,2006,0,11.04951,6.669667,22.79666,30.7296
"IL",108,2008,1,34.13198,13.93155,54.9286,31.58908
"IL",108,2010,1,0,0,.0071628,0
"IL",109,1996,1,98.18617,99.52873,94.66951,68.57524
"IL",109,1998,1,98.53256,99.27536,100,68.4202
"IL",109,2000,0,97.30128,99.1634,91.6545,69.06911
"IL",109,2002,0,18.22654,11.24731,22.47551,42.55086
"IL",109,2004,1,0,0,.0020024,33.37049
"IL",109,2006,1,0,0,.001293,0
"IL",109,2008,1,0,0,.0016093,0
"IL",109,2010,0,0,0,.0022727,23.53899
"IL",110,1996,0,16.95788,7.576981,39.57729,32.92735
"IL",110,1998,0,15.34995,5.237962,36.25512,40.12416
"IL",110,2000,0,5.41643,7.360982,.7316359,34.46902
"IL",110,2002,0,8.093837,10.01842,6.541541,33.18047
"IL",110,2004,1,0,0,.0038931,0
"IL",110,2006,1,0,0,.008424,0
"IL",110,2008,1,0,0,.0055078,0
"IL",110,2010,0,.9383329,0,4.121621,17.36241
"IL",111,1996,1,68.40532,88.39144,39.72105,64.09961
"IL",111,1998,1,99.99999,100,100,100
"IL",111,2000,1,100,100,100,100
"IL",111,2002,1,100,100,100,66.88416
"IL",111,2004,1,98.28896,98.47814,90.42154,67.62319
"IL",111,2006,0,100,100,100,100
"IL",111,2008,1,100,100,100,100
"IL",111,2010,1,100,100,100,100
"IL",112,1996,0,55.78432,74.62873,64.64815,52.00926
"IL",112,1998,0,72.47858,97.52985,50.82626,54.54239
"IL",112,2000,1,81.67445,98.09818,62.40747,58.61463
"IL",112,2002,1,100,100,100,68.52227
"IL",112,2006,1,94.02203,98.82516,84.25637,59.70132
"IL",112,2008,1,76.6851,77.69862,76.2886,57.30198
"IL",112,2010,1,67.19459,81.4221,88.00201,48.37432
"IL",113,1996,1,85.76591,97.92048,58.45673,62.2475
"IL",113,1998,1,100,100,100,100
"IL",113,2000,1,99.99999,100,100,100
"IL",113,2002,1,100,100,100,100
"IL",113,2004,1,100,100,100,100
"IL",113,2006,1,100,100,100,100
"IL",113,2008,1,100,100,100,100
"IL",113,2010,0,99.90578,100,100,61.27176
"IL",114,1996,0,100,100,100,88.07754
"IL",114,1998,1,100,100,100,100
"IL",114,2000,1,100,100,100,100
"IL",114,2002,0,47.10949,55.73848,33.36901,61.62851
"IL",114,2004,0,99.99999,100,100,66.08434
"IL",114,2006,0,61.74173,80.08915,26.05506,62.13299
"IL",114,2008,1,100,100,100,100
"IL",114,2010,0,100,100,100,100
"IL",115,1996,1,49.01474,42.29897,43.79335,48.18141
"IL",115,1998,1,47.89482,42.03008,54.99924,44.88843
"IL",115,2000,1,9.166436,13.8873,12.31759,37.30487
"IL",115,2002,1,18.91783,19.81998,42.28654,35.31171
"IL",115,2004,1,18.31997,8.323002,44.17659,34.59848
"IL",115,2008,1,6.833146,5.485087,19.09242,38.38823
"IL",116,1996,0,96.03595,100,94.00909,69.15778
"IL",116,1998,0,54.88454,86.68526,22.03086,55.88381
"IL",116,2000,0,61.40729,92.96301,40.90973,60.60671
"IL",116,2002,1,100,100,100,100
"IL",116,2004,1,100,100,100,100
"IL",116,2006,1,100,100,100,100
"IL",116,2008,1,100,100,100,100
"IL",116,2010,0,98.52776,100,81.76851,56.18581
"IL",117,1996,0,96.46062,100,71.37732,72.47162
"IL",117,1998,0,95.95396,99.82708,82.64796,76.63872
"IL",117,2000,0,97.31647,100,92.06449,51.39049
"IL",117,2002,0,98.07977,98.74945,85.41183,62.75207
"IL",117,2004,0,96.80476,98.46967,88.73933,71.75653
"IL",117,2006,1,100,100,100,100
"IL",117,2008,1,100,100,100,76.45504
"IL",117,2010,1,100,100,100,100
"IL",118,1996,0,49.68908,88.06091,31.16348,54.99424
"IL",118,1998,0,53.81176,48.34285,47.45243,50.66815
"IL",118,2000,1,63.5089,88.4035,18.76708,55.72493
"IL",118,2002,0,97.32316,98.97928,93.2215,62.80903
"IL",118,2004,1,100,100,100,100
"IL",118,2006,0,87.81104,94.47064,73.01427,65.51922
"IL",118,2008,0,100,100,100,71.36408
"IL",118,2010,1,100,100,100,100
"IN",1,1994,0,100,100,100,49.99427
"IN",1,1996,1,100,100,100,100
"IN",1,1998,1,46.06197,59.86505,46.94911,50.9357
"IN",1,1998,0,99.01791,100,96.17755,71.86633
"IN",1,2000,1,100,100,100,100
"IN",1,2002,1,100,100,100,100
"IN",1,2002,1,100,100,100,66.07726
"IN",1,2004,0,86.2492,100,72.59162,60.39704
"IN",1,2006,1,79.44192,99.71788,14.39835,57.36922
"IN",1,2006,0,32.736,69.73225,5.86811,61.81804
"IN",1,2008,1,92.28289,100,38.09955,71.8998
"IN",1,2010,1,100,100,100,60.29945
"IN",1,2010,0,99.43584,100,93.58974,64.71677
"IN",2,1994,1,100,100,100,100
"IN",2,1996,1,100,100,100,100
"IN",2,1996,1,100,100,100,100
"IN",2,1998,1,100,100,100,100
"IN",2,2000,0,100,100,100,100
"IN",2,2000,1,100,100,100,100
"IN",2,2002,0,91.34,99.10317,91.95021,78.17072
"IN",2,2004,1,100,100,100,100
"IN",2,2006,1,100,100,100,100
"IN",2,2008,1,100,100,100,100
"IN",2,2008,0,99.47206,100,100,81.48818
"IN",2,2010,1,98.51989,100,100,73.70851
"IN",3,1996,1,100,100,100,80.48845
"IN",3,1996,1,100,100,100,100
"IN",3,1998,1,100,100,100,100
"IN",3,2000,1,100,100,100,100
"IN",3,2000,1,100,100,100,100
"IN",3,2002,1,100,100,100,100
"IN",3,2004,1,100,100,100,100
"IN",3,2004,1,99.49612,100,97.09303,77.23096
"IN",3,2006,1,96.00071,100,67.46852,72.95139
"IN",3,2008,1,100,100,100,100
"IN",3,2008,1,100,100,100,100
"IN",4,1994,1,100,100,100,52.1438
"IN",4,1994,1,0,0,.4975124,0
"IN",4,1996,1,0,0,.139821,0
"IN",4,1998,1,0,0,.1996008,0
"IN",4,1998,1,100,100,100,100
"IN",4,2000,1,27.74765,22.24613,55,29.71804
"IN",4,2002,1,55.56454,67.66042,27.25826,55.99426
"IN",4,2002,1,0,0,.0579374,0
"IN",4,2004,1,9.218483,0,45.22206,30.38921
"IN",4,2006,0,72.33272,97.02263,91.21986,47.16756
"IN",4,2006,0,83.53039,88.78696,32.35294,62.57367
"IN",4,2008,0,8.787253,.729927,24.83842,41.45744
"IN",4,2010,0,78.81405,100,21.5808,54.36178
"IN",4,2010,1,15.90181,1.225115,15.67752,34.3209
"IN",5,1994,1,100,100,100,59.05489
"IN",5,1996,0,99.99999,100,100,63.82197
"IN",5,1996,1,100,100,100,60.82763
"IN",5,1998,1,85.60444,91.39034,19.58603,61.88528
"IN",5,2000,1,99.99999,100,100,100
"IN",5,2000,0,93.11519,99.68816,53.5129,61.10378
"IN",5,2002,0,100,100,100,60.16896
"IN",5,2004,0,54.41797,82.95028,20.18355,49.63887
"IN",5,2004,1,55.69427,67.51525,79.06255,51.02545
"IN",5,2006,1,74.66225,96.36774,10.89195,57.42472
"IN",5,2008,1,64.72122,98.48616,20.0672,57.95631
"IN",5,2008,0,37.28024,25.01612,4.731712,45.3601
"IN",6,1994,0,0,0,.062461,29.37574
"IN",6,1994,1,100,100,100,58.27662
"IN",6,1996,1,99.99999,100,100,65.27654
"IN",6,1998,1,94.94725,99.24198,87.11755,62.73564
"IN",6,1998,1,0,0,.0344116,0
"IN",6,2000,1,90.56483,96.33075,78.52113,65.76183
"IN",6,2002,1,95.05692,98.85983,97.58054,63.29197
"IN",6,2004,1,99.99999,100,100,100
"IN",6,2006,0,4.363983,5.191489,.671141,36.89656
"IN",6,2006,1,98.76784,99.74657,97.14602,68.17384
"IN",6,2008,1,99.78152,100,99.77141,68.82243
"IN",6,2010,1,96.46223,99.62101,82.86183,57.83591
"IN",6,2010,1,29.22411,36.39752,63.81289,30.70963
"IN",7,1996,1,100,100,100,100
"IN",7,1996,0,100,100,100,57.35524
"IN",7,1998,1,100,100,100,100
"IN",7,2000,0,46.37035,68.43733,17.73059,45.74853
"IN",7,2000,0,78.03297,98.00084,42.25352,67.73245
"IN",7,2002,1,100,100,100,100
"IN",7,2004,0,32.81872,98,6.582314,59.56287
"IN",7,2004,1,0,0,.0078354,0
"IN",7,2006,0,100,100,100,100
"IN",7,2008,0,49.72998,100,28.22953,59.26708
"IN",7,2008,1,0,0,.0141924,0
"IN",7,2010,0,91.48531,100,69.88397,53.42228
"IN",8,1994,1,100,100,100,60.85112
"IN",8,1996,1,100,100,100,57.15394
"IN",8,1996,1,100,100,100,61.5411
"IN",8,1998,1,97.33575,100,77.35849,63.36207
"IN",8,2000,1,100,100,100,100
"IN",8,2000,1,91.07058,99.9024,69.99995,61.34175
"IN",8,2002,0,35.96363,47.72333,59.02272,54.86296
"IN",8,2004,1,59.8853,100,55.55556,57.39827
"IN",8,2006,1,100,100,100,100
"IN",8,2008,0,100,100,100,72.13778
"IN",8,2008,0,57.39809,72.62773,21.60494,65.27198
"IN",8,2010,1,19.41999,63.83364,2.150538,54.97267
"IN",9,1994,1,100,100,100,100
"IN",9,1996,1,100,100,100,100
"IN",9,1996,1,0,0,.0061629,38.42429
"IN",9,1998,0,83.00365,92.7407,81.32811,75.41457
"IN",9,2000,1,92.6396,98.53372,71.42857,100
"IN",9,2000,1,0,0,.0377216,0
"IN",9,2004,0,0,0,.0196997,0
"IN",9,2006,1,100,100,100,100
"IN",9,2008,1,4.246987,1.136751,21.46976,32.7751
"IN",10,1994,1,99.99999,100,100,100
"IN",10,1996,0,100,100,100,58.28225
"IN",10,1996,1,100,100,100,100
"IN",10,1998,0,59.47861,87.13102,43.33689,56.60737
"IN",10,2000,0,52.24981,89.64561,17.236,58.08564
"IN",10,2004,1,100,100,100,100
"IN",10,2004,1,100,100,100,100
"IN",10,2006,0,69.42595,100,48.69127,61.84799
"IN",10,2008,1,100,100,100,100
"IN",10,2008,0,88.74347,100,73.12687,66.01051
"IN",10,2010,0,100,100,100,57.0483
"IN",11,1994,0,0,0,.0092056,33.80761
"IN",11,1994,0,100,100,100,52.34408
"IN",11,1996,1,100,100,100,100
"IN",11,1998,1,99.83955,99.80178,99.13644,100
"IN",11,1998,0,2.172097,0,4,34.59204
"IN",11,2000,1,100,100,100,100
"IN",11,2002,1,100,100,100,100
"IN",11,2002,1,0,0,.2217295,0
"IN",11,2004,0,86.86498,100,60.58823,58.60041
"IN",11,2006,0,53.53214,36.67018,48.86325,43.28347
"IN",11,2006,1,100,100,100,100
"IN",11,2008,0,63.38284,100,15.63503,68.17118
"IN",11,2010,0,66.39783,100,48,58.76248
"IN",11,2010,0,59.66268,43.01781,80.63746,37.60669
"IN",12,1996,1,0,0,.0222173,0
"IN",12,1996,0,100,100,100,71.041
"IN",12,1998,1,100,100,100,100
"IN",12,2000,1,0,0,.0384468,0
"IN",12,2000,0,100,100,100,100
"IN",12,2002,1,100,100,100,100
"IN",12,2004,1,83.74076,99.56236,76.79279,54.08778
"IN",12,2004,0,2.168365,0,0,23.24592
"IN",12,2006,0,63.14793,100,72.82484,61.55321
"IN",12,2008,0,96.31971,100,96.35701,65.11275
"IN",12,2008,0,13.79582,33.0855,1.987422,37.60127
"IN",12,2010,0,65.07271,100,51.46138,55.05499
"IN",13,1994,1,100,100,100,100
"IN",13,1996,1,99.99999,100,100,100
"IN",13,1996,1,0,0,.006789,30.94319
"IN",13,1998,1,100,100,100,100
"IN",13,2000,1,0,0,.023297,0
"IN",13,2000,1,99.08979,99.38135,94.75717,71.62434
"IN",13,2002,0,98.94856,100,95.83333,68.20513
"IN",13,2004,1,100,100,100,61.1757
"IN",13,2004,1,0,0,.0047992,0
"IN",13,2006,1,100,100,100,100
"IN",13,2008,0,17.38216,48.71795,22.19917,36.61153
"IN",13,2008,1,96.52858,100,66.25887,68.1855
"IN",13,2010,1,81.47157,100,37.76355,60.97884
"IN",14,1994,1,100,100,100,100
"IN",14,1994,0,0,0,.0111595,35.40587
"IN",14,1996,1,100,100,100,100
"IN",14,1998,1,100,100,100,100
"IN",14,1998,0,0,0,.0047761,0
"IN",14,2000,1,99.99999,100,100,100
"IN",14,2002,1,100,100,100,100
"IN",14,2002,1,0,0,.1248439,0
"IN",14,2004,0,89.15816,100,47.36842,85.98681
"IN",14,2006,0,0,0,.3322259,0
"IN",14,2006,0,97.96085,100,100,86.97616
"IN",14,2008,0,99.61756,100,100,88.70892
"IN",14,2010,0,94.52254,100,53.84616,86.67281
"IN",14,2010,1,0,0,.0273898,0
"IN",15,1994,0,0,0,.0021395,39.18135
"IN",15,1994,1,0,0,.019604,29.01101
"IN",15,1996,1,0,0,.0248077,0
"IN",15,1998,1,0,0,.0080929,0
"IN",15,2000,0,0,0,.0007496,35.87305
"IN",15,2002,0,.194745,0,.6647009,33.47116
"IN",15,2002,0,29.71421,40.19551,25.62975,36.12321
"IN",15,2004,0,.7197291,0,1.516052,32.90685
"IN",15,2006,0,6.800071,.7401146,30.54431,43.12086
"IN",15,2006,1,95.43445,33.45814,60.54772,49.92274
"IN",15,2008,1,60.08632,50.95683,51.71425,49.36932
"IN",15,2010,0,10.92146,24.67105,19.30147,30.57733
"IN",15,2010,0,28.75152,8.329645,45.4763,40.11352
"IN",16,1994,0,0,0,.0309119,0
"IN",16,1996,0,0,0,.0070289,36.14409
"IN",16,1998,1,0,0,.0308547,0
"IN",16,2000,1,0,0,.0061946,0
"IN",16,2000,1,4.461184,.6849127,10.65125,30.06083
"IN",16,2002,1,0,0,.0104156,0
"IN",16,2004,1,0,0,.0044886,0
"IN",16,2004,0,0,0,.0052043,0
"IN",16,2006,1,0,0,.031736,0
"IN",16,2008,1,0,0,.0030211,0
"IN",16,2008,0,30.66915,58.97436,9.759561,39.94936
"IN",16,2010,1,4.976546,3.436426,4.074663,30.52989
"IN",17,1994,0,0,0,.0228519,41.85942
"IN",17,1996,1,100,100,100,65.64022
"IN",17,1998,1,0,0,.0099295,0
"IN",17,1998,0,38.55964,61.51301,10.30184,65.12092
"IN",17,2000,1,99.70926,100,94.94647,69.31846
"IN",17,2002,0,49.07647,41.14484,29.94851,42.42355
"IN",17,2002,0,0,0,.0018779,0
"IN",17,2004,1,20.76229,10.25519,4.789592,37.11253
"IN",17,2006,0,67.7041,71.35121,31.93564,52.24917
"IN",17,2006,1,0,0,.0109818,0
"IN",17,2008,1,75.46955,92.67803,18.77764,58.37004
"IN",17,2010,1,67.4653,73.92941,6.045922,50.7709
"IN",17,2010,0,0,0,.0023193,0
"IN",18,1994,1,0,0,.0540249,0
"IN",18,1996,0,0,0,.0201207,27.66672
"IN",18,1996,0,0,0,.0028773,32.02077
"IN",18,1998,0,17.56689,15.0081,19.68974,26.79493
"IN",18,2000,1,0,0,.0581058,0
"IN",18,2004,1,0,0,.0566251,0
"IN",18,2004,1,0,0,.0066774,0
"IN",18,2006,1,0,0,.0164718,0
"IN",18,2008,1,0,0,.022242,0
"IN",18,2008,0,27.03997,21.24062,12.68148,40.79895
"IN",18,2010,1,0,0,.0225938,0
"IN",19,1994,1,0,0,.020517,37.3673
"IN",19,1994,0,0,0,.0071815,47.13816
"IN",19,1996,0,100,100,100,53.92922
"IN",19,1998,1,43.85474,51.25368,56.58276,47.24319
"IN",19,1998,0,68.87991,96.78649,59.26642,56.89537
"IN",19,2000,0,50.78854,57.47204,30.91364,53.52446
"IN",19,2002,1,64.69836,91.12755,25.54807,54.52594
"IN",19,2002,1,18.99162,8.943965,32.3197,32.47624
"IN",19,2004,0,89.81561,99.57256,85.73357,60.06553
"IN",19,2006,0,83.02594,96.57721,61.23391,63.70554
"IN",19,2006,1,0,0,100,0
"IN",19,2008,0,81.6996,99.14175,79.50976,55.85173
"IN",19,2010,0,66.7619,98.4369,48.70348,55.24395
"IN",19,2010,0,1.798524,0,3.821745,28.0307
"IN",20,1994,1,0,0,.3984064,0
"IN",20,1996,1,0,0,.0275179,39.61401
"IN",20,1996,1,0,0,.0042463,0
"IN",20,1998,1,57.58857,65.89372,7.29927,39.63208
"IN",20,2000,1,0,0,.0018408,0
"IN",20,2000,1,0,0,.1663893,0
"IN",20,2004,1,.9747655,0,1.665092,23.53034
"IN",20,2004,1,4.230005,0,23.89907,43.61633
"IN",20,2006,0,64.51599,55.11119,52.07095,46.74323
"IN",20,2008,1,0,0,.0015192,0
"IN",20,2008,0,42.60536,44.94627,24.00252,37.32957
"IN",20,2010,1,0,0,.0039681,0
"IN",21,1994,1,0,0,.990099,0
"IN",21,1994,0,0,0,.0065851,36.04113
"IN",21,1996,0,0,0,.0168039,31.97137
"IN",21,1998,1,0,0,.0456934,0
"IN",21,1998,1,0,0,.0573007,29.24364
"IN",21,2000,1,0,0,.0222173,0
"IN",21,2002,1,0,0,.0192271,0
"IN",21,2002,0,28.04246,16.92774,14.91213,34.1439
"IN",21,2004,0,21.98292,35.41048,10.37344,36.00279
"IN",21,2006,0,37.00551,21.57076,21.84633,47.27768
"IN",21,2006,1,3.514202,.1780944,8.734219,38.14425
"IN",21,2010,0,22.09131,26.19208,3.834891,31.40511
"IN",21,2010,0,47.83435,39.54802,52.0358,32.80309
"IN",22,1994,1,100,100,100,53.29763
"IN",22,1994,1,0,0,.0896861,0
"IN",22,1996,1,0,0,.023677,0
"IN",22,1998,0,48.27989,54.98492,40.125,44.62368
"IN",22,1998,0,7.353751,5.371208,37.50824,34.11318
"IN",22,2000,0,0,0,.0273898,30.69886
"IN",22,2002,1,0,0,.0526039,0
"IN",22,2002,1,1.68378,.892959,13.3469,33.71128
"IN",22,2004,1,0,0,.0312891,0
"IN",22,2006,0,10.4549,.4293565,33.37496,42.06505
"IN",22,2006,1,20.98785,.6887052,47.19901,38.86369
"IN",22,2008,0,4.850959,0,20.17533,38.37495
"IN",22,2010,0,.6857364,1.146122,0,20.63105
"IN",22,2010,1,8.128583,0,33.33334,30.41848
"IN",23,1994,1,0,0,100,0
"IN",23,1994,1,0,0,100,41.29831
"IN",23,1996,1,0,0,.0180963,0
"IN",23,1998,1,20.83764,7.851773,50.87413,35.06792
"IN",23,1998,1,0,0,.02799,0
"IN",23,2000,1,0,0,.0229832,0
"IN",23,2002,1,0,0,.0327761,0
"IN",23,2004,1,0,0,.0134463,0
"IN",23,2006,1,5.134771,3.446988,5.243906,34.91916
"IN",23,2006,0,0,0,.0044077,0
"IN",23,2008,1,0,0,.0186881,0
"IN",23,2010,1,0,0,.0193573,0
"IN",23,2010,1,0,0,.0350754,0
"IN",24,1994,0,0,0,.0105097,42.44767
"IN",24,1996,1,0,0,.0119746,0
"IN",24,1996,0,0,0,.0032471,0
"IN",24,1998,0,27.05653,18.58125,2.882636,41.6487
"IN",24,2000,1,41.76987,42.12766,2.945915,41.7826
"IN",24,2000,1,0,0,.0158303,0
"IN",24,2002,1,0,0,.010609,0
"IN",24,2004,1,0,0,.0209161,0
"IN",24,2004,1,.9570523,0,0,32.34637
"IN",24,2006,1,0,0,.0088222,0
"IN",24,2008,0,13.74404,4.292683,34.06103,41.88943
"IN",24,2008,1,0,0,.0031875,0
